SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,ArtistHotttnesss,SongHotttnesss,EndOfFadeIn,Energy,Loudness,StartOfFadeOut
4404,"b'SOKDLKT12A6D4F9F46'",45686,"b'Long Way 2 Go'","b'AR93WAA1187FB42116'",41.35644,"b'New London CT'",-72.09647,"b'Cassie'",0.0,222.74567,8,0.319,52.711,4,0.774,"b'Long Way 2 Go (Album Version)'",2006,0.8211214313364393,0.47680335353388514,nan,3.431,0.0,-8.081,222.746
4405,"b'SORNKYO12A58A76A1C'",617042,"b'TRISKAIDEKAPHOBIA'","b'AROWQXK1269FB333D9'",,"b''",,"b'Bone Loc'",0.0,329.63873,5,0.643,141.041,4,1.0,"b'King Bong'",0,0.3862123929959558,0.3311296743852045,0.0,0.0,0.0,-3.045,325.718
4406,"b'SOZPJMN12A81C1FA0D'",275315,"b'Live From Deep In The Heart Of Texas'","b'ARYV1OT1187B9B4C8E'",,"b''",,"b'Commander Cody And His Lost Planet Airmen'",0.0,195.65669,4,0.0,170.916,1,0.619,"b'Riot In Cell Block #9'",1974,0.4874456479269531,0.37689980774155446,0.0,0.0,0.0,-13.839,187.344
4407,"b'SOKRTKJ12A58A7B5DD'",163941,"b'Sing & Swing With Bobby Darin'","b'ARD0FN11187B9B25CD'",40.85715,"b'New York NY [The Bronx]'",-73.85678,"b'Bobby Darin'",0.0,147.93098,0,0.904,181.368,4,0.35,"b'Bullmoose (LP Version)'",2008,0.7044114066677578,0.4694259079758136,nan,2.305,0.0,-8.774,140.73
4408,"b'SOBNWKP12AB017D280'",531130,"b'Canadian Organ Music Showcase'","b'ARVDMV71187FB43A8F'",52.88356,"b'England'",-1.97406,"b'David Palmer'",0.0,486.94812,2,0.0,50.751,3,0.922,"b"\xc3\x89mergences: III. Fragments d'\xc3\xa9paves"",0,0.39840082036642216,0.3532480968232024,nan,0.322,0.0,-24.647,476.619
4409,"b'SOPVSUN12AC4689EB1'",792920,"b'Going Home'","b'AR0OEYB1187FB4A81E'",53.93063,"b'Yorkshire England'",-1.20788,"b'Catherine Howe & Vo Fletcher'",0.0,242.62485,9,0.53,139.913,4,0.0,"b'White Winter Hymnal'",0,0.4217922530276164,0.31920972076720344,nan,0.351,0.0,-10.989,234.063
4410,"b'SOPPMRZ12A8C132DAC'",245315,"b'Smoke! Smoke! Smoke!'","b'ARPFKK81187B99878D'",39.14465,"b'Ramsey Fayette County IL'",-89.10827,"b'Tex Williams'",0.0,191.242,9,0.634,110.385,1,0.986,"b'Start Even'",0,0.4258833216131893,0.31364777110715686,0.0,0.21,0.0,-12.62,185.731
4411,"b'SOXRVYA12A8C1425A7'",610045,"b"Super Box Of Country - 35 Country Classics From the 50's_ 60's_ 70's And 80's"","b'AR0X3JJ1187FB3A9A7'",,"b'McLellan FL'",,"b'Hank Locklin'",0.0,143.35955,0,0.0,122.798,4,0.0,"b'Send Me The Pillow You Dream On'",1960,0.6357570221000797,0.3794369722404727,0.690290537919224,0.0,0.0,-10.067,140.701
4412,"b'SOZJCYY12A8C13EFC7'",268570,"b'100% Dynamite'","b'ARJDMBO1187B9AD118'",,"b''",,"b'Johnny Osbourne'",0.0,216.65914,9,0.0,105.261,4,0.841,"b'We Need Love'",1979,0.6187657854861481,0.40913486879748406,nan,0.164,0.0,-11.902,210.518
4413,"b'SOPQASR12A8C13FF05'",257800,"b'Cactuses Come In Flocks'","b'ARNUPIM11F4C83BD4D'",,"b''",,"b'Melt Banana'",0.0,29.33506,2,0.28,124.986,1,0.0,"b'How To Say "Rip Them Off"_ Repeat After Me'",0,0.639249551657065,0.4138850976661145,0.0,0.0,0.0,-2.124,29.335
4414,"b'SOWOHFX12A8C138B5D'",251120,"b'Santa Loves to Boogie'","b'AR0CDSK1187FB52ED6'",,"b'Paw Paw WV'",,"b'Asleep At The Wheel'",0.0,180.50567,9,0.566,78.087,1,0.0,"b'I Hate Christmas'",2007,0.6042595598579541,0.4610230157261765,nan,0.0,0.0,-7.828,170.939
4415,"b'SOCXYGU12A6D4F834D'",40071,"b'The Clarion Call'","b'ARKV9PA1187B9A6963'",51.51262,"b'Yiewsley London England'",-0.47261,"b'The Birds'",0.0,162.66404,5,0.658,139.811,4,0.0,"b'No Good Without You'",2001,0.5171862417196517,0.32204981350709144,nan,0.08,0.0,-9.936,155.15
4416,"b'SOEWIDM12AB0188F52'",569125,"b'Bach: Organ Works Vol.2'","b'ARN8NCB1187FB49652'",46.20835,"b'Geneva Switzerland'",6.1427,"b'Lionel Rogg'",0.0,171.72853,0,0.755,87.735,1,0.0,"b'Fantasia In C Major BWV 570'",0,0.3208553831968501,0.2912710299960676,nan,0.642,0.0,-32.033,163.701
4417,"b'SOEONAT12A8AE48F90'",186124,"b'Ember To Inferno'","b'ARJBWQI1187B9B17D1'",,"b'Orlando FL'",,"b'Trivium'",0.0,360.75057,6,0.821,105.54,4,0.473,"b'The Deceived'",2004,0.84775465607329,0.49420685530211234,nan,0.0,0.0,-3.134,343.133
4418,"b'SOVYHTV12A6D4F8988'",34366,"b'Mein Job'","b'ARGBG2T1187B9B1670'",,"b''",,"b'Massive T\xc3\xb6ne'",0.0,239.33342,2,0.815,197.992,4,0.0,"b'Notausgang (feat. TimXtreme)'",0,0.5838411220182581,0.37187815524297985,nan,0.0,0.0,-4.801,221.936
4419,"b'SOZQDRV12A8C133FB1'",191758,"b'Best Of'","b'AREHK7O1187B9ADDD7'",,"b'J\xef\xbf\xbdping Sweden'",,"b'The Cardigans'",0.0,211.35628,4,0.586,161.994,4,0.391,"b'Rise & Shine'",1994,0.7498763671900177,0.5283022622842384,0.6546517277414934,0.699,0.0,-4.659,203.14
4420,"b'SOMLRBT12AB0186071'",357567,"b'Penny Opus'","b'ARVQ4QM1187B98AD95'",33.52029,"b'Birmingham AL'",-86.8115,"b'Hank Penny'",0.0,127.99955,0,0.039,112.313,4,1.0,"b'Peroxide Blond'",0,0.44585463135951076,0.3475988886835368,0.6032870082503055,0.0,0.0,-16.425,128.0
4421,"b'SOHDSWD12A58A7AB28'",554260,"b'East To West'","b'ARXYLFK1187B9B494D'",,"b''",,"b'East To West'",0.0,253.59628,0,0.69,139.992,4,0.26,"b'As Long As I Know'",0,0.43633830565056025,0.0,0.0,0.0,0.0,-12.813,244.802
4422,"b'SOKHRWE12A6D4F6BE7'",79861,"b'Direct Al Corazon'","b'ARFYUX51187B9A7751'",,"b''",,"b'Paquito Guzman'",0.0,327.67955,11,0.25,176.113,4,0.277,"b'Cuando Seolvida El Amor'",0,0.3476788762286586,0.3174010230961458,nan,0.218,0.0,-7.337,323.918
4423,"b'SODEIVI12A8C13266D'",216244,"b'Saturdays = Youth'","b'ARB6OGR1187FB4D43D'",43.58015,"b'Antibes France'",7.12123,"b'M83'",0.0,219.24526,7,0.446,96.047,7,0.841,"b'You Appearing'",2008,0.8235482530215249,0.5071155487524536,0.8520889177657484,0.984,0.0,-11.451,208.672
4424,"b'SORLKWU12A8C137F18'",149290,"b'The Great Polka Swindle'","b'AR68V7Z1187B9A2FCA'",51.16418,"b'GERMANY'",10.45415,"b'Polkaholix'",0.0,190.56281,9,0.375,144.001,4,0.0,"b'Machopolka'",2007,0.4697881611224668,0.4357986452160094,nan,0.381,0.0,-6.196,184.854
4425,"b'SOPSELZ12AB0189D0E'",420109,"b'Number One Girl'","b'ARHCERP1187B9912A5'",,"b''",,"b'Glen Washington'",0.0,226.21995,4,0.274,155.036,4,0.213,"b'Sitting In The Park (Medley)'",0,0.5127402263276489,0.301246881415998,nan,0.171,0.0,-6.065,219.295
4426,"b'SORZYXM12A6D4F7F55'",23172,"b'Signs Of Life'","b'ARMR44C1187FB433D2'",,"b''",,"b'Penguin Caf\xc3\xa9 Orchestra'",0.0,275.12118,2,1.0,191.61,1,0.0,"b'Horns Of The Bull'",1987,0.6350878112623854,0.40650824851981693,0.5122536543033052,0.189,0.0,-19.453,264.94
4427,"b'SOBTTGX12AB017EEE8'",406415,"b'The Spy Who Loved Me (Soundtrack)'","b'AR0PUK71187B9AC3C0'",40.71455,"b'New York NY'",-74.00712,"b'Marvin Hamlisch'",0.0,209.34485,6,0.499,92.87,4,0.579,"b'Ride To Atlantis'",1977,0.49219933133362154,0.3449724560901687,0.5827560262613904,0.421,0.0,-16.43,201.195
4428,"b'SOADJND12A8C13BAE1'",104838,"b'Process Of Belief'","b'AR46CAD1187FB4D84B'",34.05349,"b'Los Angeles Ca'",-118.24532,"b'Bad Religion'",0.0,138.84036,9,0.495,140.202,4,0.502,"b'The Lie'",2002,0.858677441848304,0.618219159411858,0.6741429680814406,0.2,0.0,-3.677,134.031
4429,"b'SOGBQDZ12A8C135533'",292377,"b'In This Skin (Standard Package)'","b'ARN7POH1187B9B301E'",,"b'Dallas TX'",,"b'Jessica Simpson'",0.0,196.12689,7,0.537,99.909,4,0.0,"b'Take My Breath Away'",2004,0.7725182850408985,0.5787907991747611,0.0,2.38,0.0,-6.224,185.278
4430,"b'SODYWNH12A6D4F7B58'",21009,"b"Smoke 'N' Breu"","b'ARIILLG1187FB5CC81'",,"b''",,"b'Jim Breuer'",0.0,478.92853,0,0.268,83.61,5,0.422,"b'Party In The Stomach (LP Version)'",2002,0.4720735851634334,0.39126779578483367,0.48456252996792964,0.0,0.0,-9.639,468.132
4431,"b'SOMSQTD12A8C136ADC'",91073,"b'Grandes Exitos Vol. 2'","b'ARS26BQ1187B99466D'",,"b''",,"b'Vilma Palma'",0.0,202.78812,2,0.064,97.497,4,1.0,"b'Lluvia De Acido'",0,0.5186679033390649,0.3781069651042197,0.0,2.74,0.0,-5.885,192.488
4432,"b'SOQGWOP12AB0181DB9'",555129,"b'Love Junk'","b'ARFK98R1187B9B0552'",43.64856,"b'Toronto Ontario Canada'",-79.38533,"b'Pursuit Of Happiness'",0.0,216.39791,7,0.257,133.319,4,0.818,"b"She's So Young"",1988,0.5086762010384817,0.37788813140317173,0.5654510121736983,0.27,0.0,-10.81,206.396
4433,"b'SOKHBNW12A8AE48A58'",280528,"b'Int\xc3\xa9grale Les Cactus'","b'AR3QRJ91187B98E4C2'",48.85692,"b'Paris France'",2.34121,"b'Jacques Dutronc'",0.0,142.91546,7,0.592,130.196,1,0.412,"b"L'Homme De Paille"",1989,0.6129531542390639,0.45454192915129765,0.38293509007501925,3.228,0.0,-10.592,133.126
4434,"b'SOAGYDL12AB0183518'",547424,"b'Lights Out'","b'ARE9J081187FB4E58B'",,"b''",,"b'Antimatter'",0.0,479.45098,6,0.007,86.155,4,0.91,"b'Expire'",0,0.641990135473508,0.4571356688274556,0.6247461105191231,0.0,0.0,-10.258,450.694
4435,"b'SOBREKP12AB017DD9B'",343203,"b'Dichotomy'","b'ARC7C241187B990F7F'",33.74831,"b'Atlanta GA'",-84.39111,"b'Becoming The Archetype'",0.0,389.95546,2,0.391,85.061,4,0.616,"b'End Of The Age'",2008,0.6578262934725394,0.44617054317222404,0.696230192726701,2.583,0.0,-4.757,371.032
4436,"b'SOIGXSS12AB018850D'",762191,"b'Dog Years'","b'ARND48J1187B990A0B'",,"b'Texas'",,"b'Storyville'",0.0,343.58812,2,0.532,91.976,4,0.712,"b'Talk To Me'",1998,0.5952547644800101,0.34870219952008724,nan,4.348,0.0,-10.088,330.217
4437,"b'SOGQVBK12A8C13D09F'",307513,"b'Alive In South Africa'","b'ARAUQAL1187FB5B374'",,"b''",,"b'ISRAEL & NEW BREED'",0.0,199.57506,4,0.348,96.782,4,1.0,"b'Not Forgotten'",0,0.6971131129490103,0.41703311713480384,nan,0.0,0.0,-4.877,186.404
4438,"b'SOATIOJ12A8C14469B'",611228,"b'Ceol Tacsi'","b'ARQF6NE1187FB55EF7'",,"b''",,"b'Karan Casey'",0.0,189.88363,3,0.09,102.745,5,0.778,"b'Sliabh Geal gCua'",0,0.528233945103725,0.34941919867574306,nan,0.163,0.0,-20.067,184.599
4439,"b'SOXDCGA12A8C141720'",120852,"b'The Album'","b'ARYOJU01187FB3BC44'",52.1082,"b'Netherlands'",5.32986,"b'Jeckyll & Hyde'",0.0,220.55138,7,0.056,140.032,4,0.924,"b'Time Flies'",2007,0.5908850701591912,0.37884705984934297,nan,2.043,0.0,-5.521,213.682
4440,"b'SONFKHD12A6D4F8ED6'",57633,"b'Just Being Myself'","b'AR4PQ891187FB5CA9F'",40.76099,"b'East Orange NJ'",-74.20991,"b'Dionne Warwick'",0.0,243.85261,2,0.007,130.637,4,0.446,"b"Don't Let My Teardrops Bother You (Album Version)"",0,0.6479330840935879,0.480575192777303,nan,0.533,0.0,-12.772,235.294
4441,"b'SOCYGKJ12A6D4F719F'",21615,"b'Youth Are Getting Restless'","b'AR7Y6JX1187FB4D9B3'",,"b'Washington D.C.'",,"b'Bad Brains'",0.0,170.44853,9,0.663,201.933,5,0.368,"b'At The Movies (Live)'",0,0.7262980274461062,0.5554145758164936,0.0,0.0,0.0,-8.869,170.449
4442,"b'SOVXUBX12A58A782FD'",8862,"b'Eurotrash'","b'ARQDWBG1187B9891D7'",,"b''",,"b'Zeromancer'",0.0,236.53832,10,0.632,130.0,4,0.501,"b'Send Me An Angel'",2001,0.6445196917869935,0.405618981980809,0.8641416539654017,0.223,0.0,-5.832,221.414
4443,"b'SOZQHDM12A67020FA7'",10149,"b'Rarities & B-Sides'","b'ARN5NHX1187FB4F755'",41.88415,"b'Chicago IL'",-87.63241,"b'The Smashing Pumpkins'",0.0,184.39791,6,0.0,88.794,4,0.946,"b'Rotten Apples'",1995,0.8879204501926365,0.6703838293966964,0.5844371559411117,0.371,0.0,-16.358,175.955
4444,"b'SOATEEN12A67020394'",8552,"b'Malpractice'","b'ARXWAQQ1187B9AE954'",,"b'Newark NJ'",,"b'Redman'",0.0,199.81016,11,0.097,92.8,4,1.0,"b'Muh- F***a'",2001,0.7431297761478142,0.49356684269655965,0.3589765264395974,0.0,0.0,-3.58,192.081
4445,"b'SOCYVBL12A6D4FD36C'",123772,"b'Boire'","b'ARW3V6T1187B9ACAC4'",48.39023,"b'Brest France'",-4.48622,"b'Miossec'",0.0,162.32444,5,0.739,166.081,4,0.509,"b'Regarde Un Peu La France'",1995,0.5513111166062027,0.357663447690192,nan,0.441,0.0,-12.892,151.115
4446,"b'SOQVLOK12AB017E8BC'",342093,"b'The Road More Traveled '","b'AR7CCCC1187FB578FF'",,"b'Shelby North Carolina'",,"b'Don Gibson'",0.0,109.71383,4,0.851,108.974,1,0.0,"b'Blue Blue Day'",1987,0.540750151435823,0.3796512190020614,nan,0.369,0.0,-12.808,99.84
4447,"b'SOUDGKB12A8C13EDA8'",166132,"b'Unlimited'","b'ARGGEGH11F4C83C076'",,"b''",,"b'Miriam Yeung'",0.0,257.4624,0,0.344,107.961,3,1.0,"b'Yi Xing'",0,0.49225313243508523,0.25680336879461524,nan,0.0,0.0,-7.088,248.889
4448,"b'SOVVINA12A6D4FA730'",58420,"b'Gonna Move Ya!'","b'ARVI9KK1187B9AACB4'",,"b''",,"b'Jan Wayne'",0.0,230.76526,0,0.669,140.045,4,0.441,"b"Groovin'"",2003,0.5989855065123096,0.40411690960593694,0.26586104921065007,0.0,0.0,-5.418,225.181
4449,"b'SOMWELJ12AB0184C6D'",490988,"b'The Oath of Black Blood'","b'AREBWEH1187B99EA9A'",,"b'Helsinki'",,"b'Beherit'",0.0,192.13016,1,0.58,133.954,3,0.426,"b'Witchcraft'",1990,0.596184926664484,0.42747924145936206,0.5452302938983613,0.142,0.0,-3.798,180.837
4450,"b'SOLWVEA12A8C143C45'",378320,"b'Pay To Play'","b'ARIGR2O1187FB5036E'",,"b''",,"b'The Unborn Chikken Voices'",0.0,217.91302,2,0.69,85.039,4,1.0,"b'Again And Again'",0,0.4381597397527528,0.3127526283365382,0.0,0.148,0.0,-5.746,217.913
4451,"b'SOTEWEI12AB017FC0C'",489530,"b'Draw Me Close'","b'ARH3TXI1187FB3A486'",36.16778,"b'NASHVILLE Tennessee'",-86.77836,"b'Kathy Troccoli'",0.0,195.02975,10,1.0,105.675,3,0.496,"b"How Deep The Father's Love For Us"",0,0.5336595943709138,0.3658223691365675,0.37598430150044215,0.293,0.0,-15.993,179.275
4452,"b'SOBUFKH12A8C13BE9F'",265738,"b'Roots Techniques'","b'ARD3ICK1187B9A56C9'",,"b''",,"b'Jimmy Riley'",0.0,205.50485,10,0.0,84.63,3,0.245,"b'Prophecy'",0,0.47772473249197345,0.299705214086752,0.21508031850922793,0.287,0.0,-5.317,197.143
4453,"b'SOHWGUM12AB0186B87'",681008,"b'Bakolo Mboka'","b'AR7LN7G1187FB395BB'",,"b''",,"b'Les Bantous De La Capitale'",0.0,341.05424,10,0.567,144.142,7,0.66,"b'Masuwa'",0,0.4279874916531715,0.2733657514287392,0.3135621142479342,0.0,0.0,-7.958,331.134
4454,"b'SORGJJW12A8C134D65'",288046,"b'Live 98'","b'AR5IHI31187B998618'",,"b''",,"b'Pascal Obispo'",0.0,369.26649,10,0.0,89.79,4,0.434,"b"Tomb\xc3\xa9 Pour Elle (L'\xc3\x8ele Aux Oiseaux)"",0,0.5612723226124551,0.3778525570354872,nan,0.0,0.0,-6.005,369.266
4455,"b'SOXQVZC12A8C13C5D9'",307580,"b'Unplugged'","b'AR52EZT1187B9900BF'",40.8079,"b'Harlem New York'",-73.9454,"b'Alicia Keys'",0.0,244.45342,6,0.649,74.078,7,1.0,"b'If I Was Your Woman'",2005,0.9339161063701853,0.8216484669613469,0.6234484488215231,0.0,0.0,-12.518,244.453
4456,"b'SOOZYMQ12AB018E589'",773435,"b'Knowledge Zombie'","b'AR8BMEQ1187B9B4214'",38.2589,"b'Missouri'",-92.43659,"b'Pumpkin Buzzard'",0.0,271.49016,11,0.418,104.19,1,0.039,"b'The Sector of Foliage'",0,0.3911088846318064,0.24009840575296107,nan,0.119,0.0,-5.878,266.902
4457,"b'SOEBGQK12AB01879F4'",672736,"b'B\xc3\xa9zu au bal musette'","b'AR107SB1187B9A79F9'",,"b'B\xc3\xa9zu comme Superdupont ne connait qu&#039;un pays : la France !'",,"b'B\xc3\xa9zu'",0.0,177.26649,1,0.583,185.092,3,1.0,"b'Frou-frou'",0,0.37385062304422495,0.1489854809922737,nan,0.0,0.0,-8.783,171.532
4458,"b'SOZAQVA12AB0183627'",395385,"b'Vanguard Visionaries'","b'AR3GYKU1187B996AB9'",41.05182,"b'Stamford CT'",-73.54223,"b'Jim Kweskin'",0.0,178.57261,1,0.177,192.89,1,0.0,"b'Eight More Miles To Louisville'",0,0.34173223003613984,0.2647521421344973,0.0,2.09,0.0,-10.111,173.854
4459,"b'SOQSIIB12A6D4FBEFA'",123643,"b'Calling The World'","b'ARZYPLF1187FB45B9B'",34.05349,"b'Los Angeles CA'",-118.24532,"b'Rooney'",0.0,199.28771,7,0.785,123.026,4,0.119,"b'Jump In My Bed'",2007,0.7754945075880668,0.5426018702160604,0.42512465831305757,0.0,0.0,-2.3,184.866
4460,"b'SODMNJR12AB0183BC5'",509686,"b'Vinyl Replica: El Milagro Argentino'","b'ART6QCS1187FB40CBD'",,"b''",,"b'Los Aut\xc3\xa9nticos Decadentes'",0.0,172.09424,9,0.557,117.683,5,0.288,"b'Pastas Y Vino'",1989,0.610330728063647,0.4078215648614953,0.3347065490692206,0.2,0.0,-8.693,164.217
4461,"b'SOZTULX12A6701E7EF'",8456,"b'Charmbracelet'","b'ARKSZW81187B9B695D'",40.71455,"b'New York New York'",-74.00712,"b'Mariah Carey'",0.0,196.93669,7,0.045,120.083,7,1.0,"b'Clown'",2002,0.9349352673982083,0.7870054686892299,0.5642587393365759,0.0,0.0,-10.187,192.737
4462,"b'SOXAATM12A58A7ABA8'",307881,"b'All I Can Do'","b'AR1XE381187FB4C685'",34.05349,"b'California - LA'",-118.24532,"b'Kane'",0.0,220.76036,3,0.116,89.975,3,1.0,"b'All I Can Do'",2005,0.5889385097500909,0.3779615323167277,nan,4.325,0.0,-10.262,202.6
4463,"b'SOTIDVB12A58A7E5C7'",239673,"b'Karelian Isthmus'","b'ARV8T9T1187B99F3F4'",,"b''",,"b'Amorphis'",0.0,228.85832,2,0.126,102.164,3,0.692,"b'Privilege of Evil (From the Privilege of Evil EP)'",0,0.7090105251029095,0.5535661720707804,0.3277366831778408,0.34,0.0,-4.979,224.107
4464,"b'SOZXHBQ12AB0186626'",756813,"b'Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go'","b'ARZIXB81187B98FCEC'",,"b''",,"b'The Plimsouls'",0.0,192.13016,4,0.623,162.907,4,0.118,"b'Women'",1981,0.5732431946612826,0.38296165823367334,0.47309773045968884,0.0,0.0,-7.167,192.13
4465,"b'SOEGYJV12A8AE47396'",477674,"b'Strictly Vocals 2'","b'ARIRD6J1187FB5A98C'",18.01571,"b'Kingston Jamaica'",-76.79731,"b'Sugar Minott'",0.0,185.99138,7,0.759,167.947,4,0.492,"b'Jah Jah Children'",1977,0.6069757372185262,0.38628965124618425,0.5647575777499548,0.0,0.0,-9.11,177.789
4466,"b'SOZGQLE12AB018672C'",225353,"b'Crisis'","b'AR040QX1187FB4CFE1'",,"b'St. Catharines ON Canada'",,"b'Alexisonfire'",0.0,212.11383,8,0.308,89.89,3,0.575,"b'Mailbox Arson'",2005,0.8311639411089827,0.5789335403168036,nan,0.0,0.0,-4.829,208.44
4467,"b'SOMMFDF12A58A7DB85'",226851,"b'Hold Me To It'","b'ARBZAIL1187FB5B1C8'",42.31256,"b'Boston MA'",-71.08868,"b'Bob Margolin'",0.0,204.09424,10,0.223,108.496,1,0.0,"b'Lost Again'",0,0.5559850526989919,0.3268488180257514,0.48456252996792964,0.264,0.0,-8.091,197.097
4468,"b'SOGYGFM12A58A77D96'",365417,"b'The Complete BBC Sessions'","b'ARP39OU1187FB4D543'",,"b'West London England'",,"b'Aswad'",0.0,242.07628,5,0.574,146.313,4,0.036,"b'Your Recipe'",0,0.619358945941051,0.3891073865259615,nan,0.362,0.0,-7.097,237.111
4469,"b'SOLASJA12AB01896B8'",246493,"b'Turn Around'","b'ARBHBE91187B9A1F58'",,"b'Fargo ND'",,"b'Jonny Lang'",0.0,182.80444,7,0.729,111.266,4,0.766,"b'One Person At A Time'",2006,0.698969925264484,0.48678302492271036,0.6363815650066434,4.661,0.0,-6.825,172.089
4470,"b'SOFZBJR12A8C13C45D'",191680,"b'Flieger_ Gr\xc3\xbcss Mir Die Sonne'","b'ARI2G3D1187B98D8A0'",,"b''",,"b'Extrabreit'",0.0,283.14077,0,0.601,145.093,4,0.0,"b'Break That Ice'",0,0.5802044760140875,0.40030660709454924,nan,0.2,0.0,-8.807,280.3
4471,"b'SOZOKIL12A6701EE9B'",2434,"b'There Will Be A Light'","b'ARIJE101187FB45E88'",,"b''",,"b'Ben Harper And The Blind Boys Of Alabama'",0.0,234.65751,6,0.458,164.637,4,1.0,"b'Take My Hand'",2004,0.5786489388658073,0.3765829617990302,0.6538708856928445,0.0,0.0,-9.768,232.525
4472,"b'SOYUJBX12A81C23080'",131603,"b"20 Suosikkia  / Siks' oon m\xc3\xa4 suruinen"","b'ARIUQZL1187FB4303B'",,"b''",,"b'Erkki Junkkarinen'",0.0,195.65669,0,0.403,121.649,4,0.184,"b'Siks oon m\xc3\xa4 suruinen'",0,0.4044995964094587,0.33164243923344205,nan,0.299,0.0,-12.742,190.758
4473,"b'SOHHDMY12A8C136E9A'",154721,"b'Collection Disques Path\xc3\xa9'","b'ARJIE2Y1187B994AB7'",,"b''",,"b'Line Renaud'",0.0,179.93098,2,0.518,80.053,3,0.579,"b'Vous Qui Passez Sans Me Voir'",0,0.47021229568907263,0.3200869267523748,0.0,0.397,0.0,-14.729,172.1
4474,"b'SOUHAOJ12AB0187C31'",765908,"b'Buxtehude: Organ Works'","b'ARN8NCB1187FB49652'",46.20835,"b'Geneva Switzerland'",6.1427,"b'Lionel Rogg'",0.0,70.03383,9,0.482,95.426,7,0.625,"b'Te Deum Laudamus_ BuxWV 218 : II Te Martyrum Candidatus (Remasteris\xc3\xa9 En 2010)'",0,0.3208553831968501,0.2912710299960676,nan,0.0,0.0,-19.452,70.034
4475,"b'SOFVRHN12A8C134119'",286048,"b'Sri Matsya'","b'ARCCBWR122BCFCBB85'",,"b''",,"b'Sabda Brahma'",0.0,254.64118,0,0.434,157.972,4,0.657,"b'Highest State of Consciousness'",0,0.43971635522526387,0.26895977166012425,nan,0.0,0.0,-5.75,246.48
4476,"b'SOLMEXI12A8C140CF9'",312854,"b'Revealed'","b'AR4Y1BM1187B99A1EF'",,"b''",,"b'Deitrick Haddon'",0.0,234.47465,0,0.476,131.065,4,1.0,"b"Don't Take Your Spirit Away"",2008,0.6736538853218988,0.4616796330890852,0.56142851762879,0.0,0.0,-6.814,222.198
4477,"b'SOCYTLD12CF546325E'",283426,"b'J.Lo'","b'AR7C6G11187B9B4C1E'",,"b'The Bronx New York'",,"b'Jennifer Lopez'",0.0,247.77098,5,0.448,132.731,4,0.58,"b'We Gotta Talk'",2001,0.8168428537891667,0.5678891454617726,nan,2.682,0.0,-3.756,244.535
4478,"b'SOEHBWL12A6D4F95D1'",37103,"b'30 Grandes Exitos'","b'ARPCDZM1187B996876'",42.18419,"b'Massachusetts'",-71.71818,"b'Dyango'",0.0,197.642,3,0.645,99.946,1,0.596,"b'Todo Tiene Su Fin'",0,0.47811909129075403,0.3450458228586553,nan,0.189,0.0,-7.183,188.198
4479,"b'SOAWVZG12A8C1443A5'",611922,"b'L\xc3\xadricas'","b'ARVLIVA1187B991590'",,"b''",,"b'Zeca Baleiro'",0.0,195.00363,7,0.556,66.49,4,0.734,"b'Proibida Pra Mim (Grazon)'",2000,0.6107132194691038,0.4251262082120833,0.6030245814555001,0.0,0.0,-11.41,184.726
4480,"b'SOSNABG12A6D4F7521'",38873,"b'No te apartes de mi'","b'ARNNHLN1187FB42912'",29.07904,"b'Hermosillo Sonora Mexico'",-110.94695,"b'Yahir'",0.0,253.28281,2,0.468,95.993,5,0.918,"b'Amigo (Con el Coro de Infantes de la Basilica de Guadalupe)'",0,0.5986364339485454,0.4548483687641747,nan,0.0,0.0,-6.504,239.752
4481,"b'SOLIGUP12AC9073063'",693183,"b'Global Gathering 2008'","b'AROU5DG1187FB562B5'",,"b''",,"b'Shapeshifters'",0.0,467.43465,11,0.785,131.996,4,0.0,"b'Chime'",2008,0.6301304672207405,0.4699651250788751,0.5657158505237956,0.0,0.0,-7.19,461.822
4482,"b'SOIZNGJ12AC4689C61'",732051,"b'Misturados'","b'ARROTQN1187B98FAF0'",,"b''",,"b'Cristina Pato - Mutenrohi'",0.0,331.88526,11,0.705,128.785,4,0.0,"b"Bag \xc3\xa1 l'ame"",0,0.4305621845464215,0.27645195643965914,0.21204540548371908,0.0,0.0,-5.99,322.682
4483,"b'SOEVOMG12AC4688558'",605561,"b'Obsession'","b'AR78ZID1187B9B31ED'",18.11526,"b'Jamaica'",-77.27348,"b'Mikey Dread'",0.0,152.00608,6,0.442,159.659,4,0.153,"b'Livin in the Jungle'",0,0.5856831498303938,0.3604457658067229,nan,0.328,0.0,-12.449,138.937
4484,"b'SORYPZH12AB0186EDE'",584447,"b'The Swoll Package'","b'AR7TB3P1187B98E2AE'",,"b''",,"b'Capital Tax'",0.0,262.79138,10,0.324,105.995,4,1.0,"b"Givin' It Back"",0,0.41695368339356476,0.30987366058223154,nan,0.154,0.0,-11.649,248.657
